doc_id,text,summary,set,model,year,n_doc_sent,n_sum_sent,compression,coverage,redundancy,diversity
43044586,มีเบอร์ 02 054 9303 โทรมาแจ้งว่าเราได้ประกันจากบัตรเครดิต KTC มีเจ้าหน้าที่จากเบอร์ 02 054 9303 โทรมาแจ้ง ขอเวลาสั้นๆ 1 นาที ว่าได้รับประกันฟรีจำไม่ได้ว่ากี่วันจากบัตรเครดิต KTC ที่เพิ่งสมัครไป แบบนี้ถ้าหมดวันรับประกัน จะโดนหักค่าประกันอัตโนมัติเพิ่มเติมไหมคะ หรือถ้าจะขอยกเลิก จะสามารถยกเลิกได้ทางไหนบ้างคะ กลัวอนาคตจะโดนหักทางบัตรเครดิตอัตโนมัติค่ะ,"มีเจ้าหน้าที่จากเบอร์ 02 054 9303 โทรมาแจ้งว่าผู้ร้องได้รับบริการประกันฟรีจากรายการสมัครบัตรเครดิต KTC
สอบถามเกี่ยวกับระยะเวลาของบริการประกันฟรี และความเป็นไปได้ที่จะถูกหักค่าใช้จ่ายเพิ่มเติมหากหมดอายุ
กังวลว่าหากไม่ดำเนินการยกเลิกอาจถูกหักเงินอัตโนมัติผ่านบัตรเครดิตในอนาคต
สอบถามช่องทางในการยกเลิกบริการประกันอย่างไรให้ปลอดภัยและชัดเจน",test,Hybrid,2024,4,4,1.0,0.6479813456535339,0.4145675897598266,0.5854324102401733
43652575,Chubb ประกันภัย จะยกเลิกประกัน ส่งหลักฐานโทรไปยกเลิกตั้งแต่24 กรกฎาคม 2568 บอกว่าไม่ต้องการรับการคุ้มครอง พนักงานก็บอกส่งหลักฐานจะโอนเงินส่วนนั้นคืนแต่ผ่านมาตั้งหลายวันยังไม่ได้เงินคืน ตอนสมัครโดนส่งลิงก์มาให้เราโอนด้วยความไม่เต็มใจ บวกกับเราสับสนกับประกันที่มีอยู่เลยโอนไปสรุปเหมือนโดนหลอกให้โอนเงินสอบถามรายละเอียดข้อมูลประกันก็ไม่มี AK3TH005702 ณัฐติยา จะยกเลิกประกัน กรุณายกเลิกและคืนเงินโดยด่วน,"บริษัท Chubb ประกันภัย แจ้งว่าจะยกเลิกกรมธรรม์ประกันภัยตามคำร้องขอของลูกค้า
ลูกค้าได้ส่งหลักฐานการยกเลิกทางโทรศัพท์เมื่อวันที่ 24 กรกฎาคม 2568 และได้รับคำยืนยันว่าจะมีการคืนเงิน
อย่างไรก็ตาม ผ่านมาหลายวันแล้วแต่ยังไม่ได้รับเงินคืนแม้จะมีการโอนเงินเข้ามาภายใต้ความไม่เต็มใจและสับสนในขั้นตอน
ลูกค้าขอให้ดำเนินการยกเลิกกรมธรรม์เลข AK3TH005702 และคืนเงินโดยด่วน",test,Hybrid,2025,5,4,1.25,0.5699487328529358,0.6050782203674316,0.3949217796325683
42967323,เคลมประกัน AIA ไม่ได้ต้องทำไงคะ สอบถามผู้ปกครองที่ทำAIAแล้วเคลมไม่ได้ค่ะ พอทำเรื่องยื่นเคลมครั้งที่2ก็โดนปฎิเสธสาเหตุที่ปฏิเสธคือทางAIAแจ้งว่า น้องเคยเป็นโรคที่เป็น ณ ปัจจุบัน คือ rsv แต่น้องไม่เคยเป็นมาก่อนทำ AIA พึ่งมาเป็นครั่งแรกเมื่อปลายเดือน สิงหาคม แล้วเคลมไม่ได้ พอถาม AIA ไปว่าทีสืบมา รพ ไหน วันไหน เขาก็ไม่ตอบ กำลังยื่นเรื่องเคลมใหม่ครั่งที่3ค่ะ และคาดว่าจะเข้าไปขอดูหลักฐานที่สำนักงานAIAใหญ่ค่ะ ถ้าโดนปฏิเสธอีกแบบนี้ต้องทำไงคะ,"ผู้ร้องเรียนยื่นขอเคลมประกันจาก AIA ครั้งที่สาม หลังจากถูกปฏิเสธสองครั้งก่อนหน้า
การปฏิเสธครั้งล่าสุดอ้างว่าน้องเคยมีประวัติเป็นโรค RSv ซึ่งผู้ร้องยืนยันว่าไม่เคยมีมาก่อน
เมื่อสอบถามแหล่งที่มาของข้อมูลทาง AIA ไม่ให้ข้อมูลหรือชี้แจงรายละเอียดเพิ่มเติม
ผู้ร้องกำลังเตรียมเข้าพบสำนักงานใหญ่เพื่อขอตรวจสอบหลักฐานและวางแผนดำเนินการต่อไป",test,Hybrid,2024,6,4,1.5,0.5959094166755676,0.4904709259668985,0.5095290740331014
43673992,ยกเลิกกรมธรรม์ต้องส่งเล่มคืนไหม คือเราติดต่อเจ้าหน้าที่เรื่องยกเลิกกรมธรรม์ช่วง free look ไปจนท.บอกว่าไม่ต้องคืนเล่มกรมธรรม์ ส่งแค่สำเนาบัตรปชช.กับสำเนาหน้าบัญชีธนาคาร และจะมีการหักค่าเอกสาร 500. เลยสงสียว่าไม่ต้องส่งเล่มคืนหรอคะ แต่ทำไมบางคนถึงบอกว่าให้ส่งเล่มคืนด้วย,"ผู้ร้องเรียนสอบถามเกี่ยวกับขั้นตอนการยกเลิกกรมธรรม์ในช่วง free look ว่าต้องส่งเล่มกรมธรรม์คืนหรือไม่
เจ้าหน้าที่แจ้งว่าไม่จำเป็นต้องส่งเล่มคืน เพียงส่งสำเนาบัตรประชาชนและสำเนาหน้าบัญชีธนาคาร
พร้อมระบุว่าจะมีการหักค่าเอกสารจำนวน 500 บาทจากการคืนเงิน
ผู้ร้องเรียนสังเกตเห็นความไม่สอดคล้องกับคำแนะนำจากผู้อื่นที่กล่าวว่าต้องส่งเล่มคืน",test,Hybrid,2025,6,4,1.5,0.4550111591815948,0.5336079597473145,0.4663920402526855
43673122,ร้องเรียนประกันของChubbได้ที่ไหนบ้าง ได้ทำการยกเลิกได้ทำการยกเลิกประกันไปแล้วหนึ่งเดือนแต่ทางประกันยังหัก แบบนี้แย่มากมีเซลล์ติดต่อกลับมาเงื่อนไขการยกเลิกเค้าแจ้งกับผมว่าจะไม่มีการหักเงินสมัครได้ประมาณหนึ่งอาทิตย์ผมยกเลิกไปแล้วและทางเซลล์ก็คุยกันเรียบร้อยแล้วยังหักยอด 370 แบบนี้แย่มากครับสามารถร้องเรียนได้ที่ไหนบ้าง Chubb Thailand,"ผู้ร้องเรียนยกเลิกกรมธรรม์ประกันจาก Chubb ไปแล้วหนึ่งเดือน
แต่ยังถูกหักเงินจำนวน 370 บาท ทั้งที่เซลล์ติดต่อแจ้งว่าจะไม่มีการหักเงินหลังยกเลิก
ผู้ร้องเรียนระบุว่ามีการพูดคุยและยืนยันเรื่องการยกเลิกกับเจ้าหน้าที่เรียบร้อยแล้ว
จึงขอสอบถามช่องทางในการร้องเรียนต่อ Chubb Thailand เพิ่มเติม",test,Hybrid,2025,3,4,0.75,0.7698574066162109,0.5026963551839192,0.4973036448160808
43215909,โดนประกันยกเลิก ซึ่งจ่ายค่าเบี้ยผ่านบัตรเครดิต ต้องแจ้งบ.บัตรเครดิตมั้ย สวัสดีค่ะ พอดีเราสมัครประกันของfwdไป แล้วบริษัทขอยกเลิกเนื่องจากคุณสมบัติเราไม่ผ่าน ซึ่งเรามีการชำระผ่านบัตรเครดิต อยากทราบว่าเดือนต่อไปยอดประกันจะตัดผ่านบัตรอีกมั้ยคะ เราต้องดำเนินการอะไรมั้ยคะ,"บริษัทประกัน FWD ยกเลิกกรมธรรม์เนื่องจากคุณสมบัติไม่ผ่าน
ผู้ร้องเรียนชำระค่าเบี้ยประกันผ่านบัตรเครดิต และต้องการทราบว่าจะมีการตัดยอดอีกหรือไม่
สอบถามว่าจำเป็นต้องแจ้งธนาคารหรือผู้ออกบัตรเครดิตเพื่อป้องกันการเก็บเงินซ้ำหรือไม่
ขอคำแนะนำในการดำเนินการต่อไปในกรณีนี้",test,Hybrid,2025,5,4,1.25,0.4460503160953522,0.4111208120981852,0.5888791879018148
42710228,วิธีเคลมประกันของเมืองไทยประกันภัย พอดีว่าขับรถไปชนหมาแล้วกันชนหน้าหักแต่เรามีประกันภัยชั้น 1 ของเมืองไทยประกันภัย แต่ว่ารถและชื่อผู้เอาประกันเป็นของน้องชายแบบนี้เวลาเคลมต้องให้น้องมาแจ้งเครมเองไหมหรือว่าเราสามารถแจ้งได้เลยหรือต้องใช้เอกสารของน้องไหมคะ พอดีไม่เคยเคลม,"ผู้ร้องเรียนมีประกันภัยชั้น 1 กับเมืองไทยประกันภัย และประสบอุบัติเหตุรถชนหมา导致กระจกหน้ารถแตก
เนื่องจากรถและชื่อผู้เอาประกันเป็นของน้องชาย จึงสอบถามว่าตนเองสามารถแจ้งเคลมแทนได้หรือไม่
ผู้ร้องเรียนไม่แน่ใจว่าต้องให้น้องชายมาแจ้งเคลมเองหรือต้องใช้เอกสารส่วนตัวของน้อง
จึงขอคำแนะนำเกี่ยวกับขั้นตอนการเคลมในกรณีดังกล่าว.",test,Hybrid,2024,4,4,1.0,0.529106855392456,0.4131877819697062,0.5868122180302938
43187532,ยกเลิกกรมธรรม์ของอินทรยังไง ตามหัวข้อเลยค่ะ แล้วแบบฟอร์มยกเลิกต้องเอามาจากไหนคะ ปล.สมัครกับเจ้าหน้าที่เดอะวันการ์ดทางโทรศัพท์,"ผู้ร้องขอสอบถามวิธีการยกเลิกกรมธรรม์ประกันภัย
ต้องการทราบแหล่งที่มาของแบบฟอร์มสำหรับการยกเลิกกรมธรรม์
ระบุว่าได้สมัครบริการผ่านเจ้าหน้าที่ของเดอะวันการ์ดทางโทรศัพท์",test,Hybrid,2025,3,3,1.0,0.6149412989616394,0.3378802935282389,0.6621197064717611
42320208,ทำไมประเทศไทยไม่บังคับให้รถทุกคันมีประกัน รถทุกคันควรมีประกันนะผมว่า น่าบังคับทำทุกคัน เพราะอะไร ทำไมไม่บังคับ,"การร้องเรียนนี้แสดงความเห็นว่าควรบังคับให้รถยนต์ทุกคันมีประกันภัย
ผู้ร้องเรียนมองว่าการบังคับใช้มาตรการดังกล่าวจะช่วยเสริมความปลอดภัยและลดความเสี่ยงในกรณีเกิดอุบัติเหตุ
ผู้ร้องเรียนตั้งคำถามถึงเหตุผลที่ประเทศไทยยังไม่มีนโยบายบังคับเช่นนี้
ข้อเสนอแนะเน้นย้ำถึงความจำเป็นในการปรับปรุงกฎหมายหรือมาตรการด้านความปลอดภัยบนท้องถนน",test,Hybrid,2023,3,4,0.75,0.4296818673610687,0.5153284072875977,0.4846715927124023
41849784,ยกเลิกประกันที่โตโยต้าลิสซิ่งบังคับทำได้มั้ยคะ สินเชื่อผ่านแล้ว เราสามารถยกเลิกประกันที่เขาบังคับทำตอนเซ็นสินเชื่อได้มั้ยคะ,"ผู้ร้องขอสอบถามว่าสามารถยกเลิกประกันที่ถูกบังคับทำโดยโตโยต้าลิสซิ่งหลังจากได้รับสินเชื่อเรียบร้อยแล้วได้หรือไม่
การขอใช้บริการดังกล่าวเกิดขึ้นหลังจากกระบวนการอนุมัติสินเชื่อเสร็จสิ้น
ผู้ร้องขอต้องการทราบขั้นตอนหรือเงื่อนไขในการยกเลิกกรมธรรม์ประกันภัยที่ถูกบังคับทำในขณะเซ็นสัญญา
คำถามนี้สะท้อนความกังวลเกี่ยวกับความยืดหยุ่นในการบริหารจัดการผลิตภัณฑ์ประกันภัยภายหลังการอนุมัติสินเชื่อ",test,Hybrid,2023,2,4,0.5,0.6180322170257568,0.4150092204411824,0.5849907795588176
42863708,ยกเลิกประกันไทยพาณิชย์ ต้องการยกเลิกประกันค่ะ หักถึง2ครั้ง จ่ายไม่ไหวค่ะ ส่งเบอให้ทางหลังไมค์แล้วค่ะ,"ผู้ร้องขอต้องการยกเลิกกรมธรรม์ประกันภัยจากธนาคารไทยพาณิชย์
เนื่องจากมีภาระค่าใช้จ่ายที่สูงเกินไปจนไม่สามารถชำระได้
ได้ดำเนินการส่งเอกสารและข้อมูลติดต่อให้ฝ่ายบริการลูกค้าเรียบร้อยแล้ว
ขอให้พิจารณาคำร้องตามความเหมาะสม",test,Hybrid,2024,2,4,0.5,0.4941491782665252,0.303393284479777,0.696606715520223
42894496,ประกัน ต้องการยกเลิกประกันสามารถยกเลิกได้ยังงัยครับ,"ผู้ร้องเรียนสอบถามขั้นตอนการยกเลิกกรมธรรม์ประกันภัย
ต้องการทราบว่าสามารถดำเนินการยกเลิกได้อย่างไร
สอบถามรายละเอียดเกี่ยวกับเงื่อนไขและกระบวนการยกเลิก
ต้องการข้อมูลที่ชัดเจนจากบริษัทประกัน",test,Hybrid,2024,1,4,0.25,0.4526727199554443,0.3174786567687988,0.6825213432312012
43108513,ประกันสุขภาพ AIA ปีนี้มีใครโดนเพิ่มเบี้ยประกันบ้างครับ ประกันสุขภาพ AIA ปีนี้มีใครโดนเพิ่มเบี้ยประกันบ้างครับ เบี้ยเพิ่มขึ้น แต่สิทธิประโยชน์ยังเท่าเดิมใช่มั้ย ถ้าเราไม่ต่อประกันได้มั้ยครับ,"มีผู้ร้องเรียนว่าเบี้ยประกันสุขภาพจาก AIA ได้รับการปรับเพิ่มในปีนี้
สิทธิประโยชน์ภายใต้นโยบายยังคงเหมือนเดิมโดยไม่มีการเปลี่ยนแปลง
ผู้ร้องเรียนสอบถามถึงความเป็นไปได้ในการเลือกไม่ต่ออายุกรมธรรม์ประกัน",test,Hybrid,2024,2,3,0.6666666666666666,0.6014354228973389,0.4459061622619629,0.5540938377380371
42097523,ไปทำประกันชีวิต การลงทุนไว้ เสียเบี้ยไป 6 เดือนแลแต่ที่บ้านให้ยกเลิก เพราะทำไว้ให้แล้ว สามารถแจ้งยกเลิกได้ทันทีเลยไหมคะ ที่บ้านทำของ บ.อื่นไว้ให้หลายที่ เราลืมค่ะ เลยไปทำอีกที่ สามารถแจ้งยกเลิกได้ทันทีเลยไหมคะ ปล.ทราบค่ะ ว่าเบี้ยที่เสียไม่ได้คืน เท่ากับเสียเปล่า แต่ที่บ้านให้ยกเลิก เพราะเดือนต่อไปจะได้มะต้องเสีย,"ผู้ร้องเรียนทำประกันชีวิตการลงทุนไว้ 6 เดือนแล้ว แต่ทราบภายหลังว่าครอบครัวได้ทำไว้กับบริษัทอื่นแล้ว
จึงต้องการยกเลิกกรมธรรม์ฉบับใหม่ทันที เพื่อไม่ให้เสียเบี้ยในเดือนถัดไป
ผู้ร้องเรียนเข้าใจว่าเบี้ยที่จ่ายไปแล้วไม่สามารถขอคืนได้
แต่ต้องการให้ดำเนินการยกเลิกอย่างรวดเร็วเพื่อป้องกันค่าใช้จ่ายเพิ่มเติม",test,Hybrid,2023,6,4,1.5,0.5020325779914856,0.3322998682657877,0.6677001317342123
42057775,สอบถามประกันสุขภาพโดนยกเลิกกรมธรรม์ สมมุติว่าเราทำประกันสุขภาพมา5ปี โดยไม่เคยเคลมเลย พอปีที่5เรามาเคลม แต่บริษัทไปตรวจเจอโรคที่เราเป็นแต่ไม่แจ้งก่อนทำประกัน เลยขอยกเลิกกรมธรรม์ ทีนี้ค่าเบี้ยประกันสุขภาพที่เราจ่ายมา5ปี จะได้คืนไหม หรือเสียทิ้งไปเลยครับ,"ผู้ร้องเรียนทำประกันสุขภาพมา 5 ปี โดยไม่เคยใช้สิทธิ์เคลม
ในปีที่ 5 ได้ยื่นขอเคลม และบริษัทพบว่ามีโรคที่ไม่ได้แจ้งไว้ก่อนทำประกัน
บริษัทจึงขอยกเลิกกรมธรรม์เนื่องจากข้อมูลไม่ครบถ้วน
ผู้ร้องเรียนสอบถามว่าค่าเบี้ยประกันที่จ่ายไปตลอด 5 ปีจะได้รับคืนหรือไม่",test,Hybrid,2023,4,4,1.0,0.6151459217071533,0.4230878750483194,0.5769121249516805
